Company,TypeName,Inches,Gpu,Touchscreen,Ips,Screen Resolution,X_res,Y_res,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,OS,Weight (kg),Price
HP,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,3.35,808.2043199999999
HP,Notebook,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,2.5,612.4535999999999
Dell,Gaming,15.6,Nvidia,0,1,3840x2160,3840,2160,Intel Core i7,2.8,16,1000,512,0,Windows 10,2.65,1081.3176
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.3,4,0,128,0,Windows 10,2.1,288.93744
Acer,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,Windows 10,2.23,434.87136
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,512,0,Windows 10,3.2,1025.05392
Dell,Workstation,15.6,Nvidia,0,0,3840x2160,3840,2160,Intel Processor,3.0,16,1000,256,0,Windows 10,2.8,1790.4743999999998
Lenovo,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,0,512,0,No OS,2.4,819.33984
Dell,Notebook,15.6,Intel,1,0,1366x768,1366,768,Intel Core i3,2.4,6,1000,0,0,Windows 10,2.3,257.28912
Dell,Ultrabook,13.3,Intel,1,1,3840x2160,3840,2160,Intel Core i7,1.8,8,0,256,0,Windows 10,1.21,1142.26992
Dell,Ultrabook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,1.2,849.22992
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,8,0,256,0,Windows 10,2.2,349.88976
Acer,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,0,0,Linux,2.4,456.55632
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.9,824.6145599999999
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,500,0,0,No OS,2.1,204.54192
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,No OS,2.2,321.75792
Huawei,Ultrabook,13.0,Intel,0,1,2160x1440,2160,1440,Intel Core i7,2.7,8,0,512,0,Windows 10,1.05,878.53392
Dell,Ultrabook,13.3,AMD,0,1,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,1.4,546.1562304
Lenovo,Notebook,17.3,Nvidia,0,0,1600x900,1600,900,Intel Core i5,2.5,8,1000,0,0,No OS,2.8,345.20111999999995
HP,Notebook,14.0,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,1.63,604.24848
Dell,Ultrabook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,1.6,673.4059199999999
Dell,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i7,1.8,16,0,512,0,Windows 10,1.62,749.5963199999999
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Linux,2.2,396.981288
Lenovo,2 in 1 Convertible,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,1.74,526.8859199999999
Toshiba,Ultrabook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.5,8,0,256,0,Windows 10,1.2,798.8270399999999
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,1000,0,0,Windows 10,2.1,465.34752
Dell,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,4.42,1439.6117472
Acer,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,2.2,487.61856
Dell,Notebook,15.6,AMD,1,0,1920x1080,1920,1080,Intel Core i7,2.7,16,1000,0,0,Windows 10,2.3,503.4485808
Asus,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.0,450.69552
Asus,Notebook,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,500,256,0,Windows 10,2.69,522.19728
HP,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,Windows 10,1.9,743.7355199999998
Asus,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.4,4,1000,0,0,Windows 10,2.37,233.8400592
HP,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD E-Series,1.5,4,500,0,0,Windows 10,2.1,193.4064
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,3.2,878.53392
Dell,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.6,503.44272
Acer,2 in 1 Convertible,13.3,Intel,1,1,1920x1080,1920,1080,Intel Core i5,2.3,8,0,256,0,Windows 10,1.6,403.80912
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,256,0,Linux,2.36,526.8859199999999
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,1000,0,0,Linux,2.1,228.5712
Asus,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,AMD A-Series,2.5,4,1000,128,0,Windows 10,2.2,336.996
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.9,32,1000,512,0,Windows 10,4.7,2279.8512
Acer,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.5,495.82368
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,8,0,128,0,Windows 10,2.2,345.20111999999995
Asus,Notebook,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,1000,128,0,Windows 10,2.1,671.0616
Asus,Notebook,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,128,0,No OS,2.69,521.0251199999999
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.56,515.16432
Lenovo,2 in 1 Convertible,13.9,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.38,632.38032
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,2000,128,0,Windows 10,2.2,577.2888
HP,Notebook,15.6,Intel,1,0,1366x768,1366,768,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.04,327.61872
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.9,16,0,256,0,Windows 10,3.6,1757.65392
HP,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i5,1.6,4,500,0,0,Windows 10,1.49,395.604
Apple,Ultrabook,13.3,Intel,0,1,2560x1600,2560,1600,Intel Core i5,3.1,8,0,512,0,Mac,1.37,1195.6031999999998
Dell,2 in 1 Convertible,15.6,Intel,1,1,1920x1080,1920,1080,Intel Core i7,1.8,8,1000,0,0,Windows 10,2.08,479.99952
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,4.3,1054.35792
Asus,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD A-Series,3.0,4,1000,0,0,Windows 10,1.68,274.87152
Lenovo,2 in 1 Convertible,13.9,Intel,1,1,1920x1080,1920,1080,Intel Core i7,1.8,8,0,512,0,Windows 10,1.37,1083.66192
Acer,Notebook,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i3,2.7,4,0,256,0,Windows 10,3.0,411.42815999999993
Dell,Ultrabook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,1.41,556.18992
HP,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD A-Series,2.5,8,0,128,0,Windows 10,1.91,261.333072
HP,Notebook,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,1.8,16,1000,0,0,Windows 10,2.9,620.6587199999999
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,512,0,Windows 10,4.14,1464.61392
Lenovo,2 in 1 Convertible,15.6,Nvidia,1,1,1920x1080,1920,1080,Intel Core i7,2.8,8,0,512,0,Windows 10,2.0,995.74992
Dell,Notebook,17.3,AMD,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,1000,128,0,Windows 10,2.8,669.30336
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,0,256,0,No OS,2.2,260.21952
HP,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i5,1.6,4,500,0,0,Windows 10,2.1,423.14976
Dell,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,1000,0,0,Windows 10,2.18,385.05456
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.24,331.1352
Dell,2 in 1 Convertible,15.6,Intel,1,0,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,2.67,468.27792
Asus,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i7,1.8,8,0,1024,0,Windows 10,1.1,878.53392
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,4,1000,0,0,No OS,2.2,273.69936
HP,Notebook,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,1000,0,0,Windows 10,2.5,596.6294399999999
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,2.05,515.7504
Apple,Ultrabook,13.3,Intel,0,1,2560x1600,2560,1600,Intel Core i5,2.9,8,0,512,0,Mac,1.37,1148.0721119999998
Asus,Gaming,17.3,AMD,0,0,1920x1080,1920,1080,AMD Processor,3.0,16,1000,256,0,Windows 10,3.2,907.83792
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Linux,2.14,430.8098256
Lenovo,2 in 1 Convertible,14.0,Intel,1,0,2560x1440,2560,1440,Intel Core i7,2.6,16,0,512,0,Windows 10,1.36,1464.61392
Toshiba,Notebook,15.6,Nvidia,0,0,1366x768,1366,768,Intel Core i7,2.5,8,500,0,0,Windows 10,2.2,475.89696
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i7,2.7,12,1000,0,0,Windows 10,2.3,417.9160656
Dell,Notebook,17.3,AMD,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,1000,128,0,Linux,2.8,644.10192
Acer,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,1.8,8,1000,0,0,Windows 10,2.2,436.6296
Lenovo,Notebook,17.3,Intel,0,0,1600x900,1600,900,Intel Core i3,2.0,4,1000,0,0,Windows 10,2.8,286.59311999999994
Lenovo,Notebook,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,2000,0,0,No OS,2.8,497.58192
Lenovo,Notebook,17.3,Nvidia,0,0,1600x900,1600,900,Intel Core i7,2.7,6,1000,128,0,Windows 10,2.8,503.44272
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,1000,0,0,Linux,2.25,250.84224
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.5,485.86032
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,6,0,256,0,Windows 10,2.2,339.34032
Acer,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,3.0,557.36208
Acer,Notebook,15.6,Intel,1,1,1920x1080,1920,1080,Intel Core i7,2.7,12,1000,0,0,Windows 10,2.15,386.22672
Lenovo,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.95,642.92976
Asus,Ultrabook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.7,572.60016
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.5,690.98832
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,0,0,No OS,2.2,386.2325808
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.5,2,0,16,0,Chrome OS,2.19,116.62991999999998
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,0,0,Windows 10,3.0,695.67696
HP,Notebook,17.3,Intel,0,0,1600x900,1600,900,Intel Core i3,2.0,8,1000,0,0,Windows 10,2.54,286.59311999999994
Dell,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,2.0,1071.94032
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,2.05,433.11312
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,0,0,Windows 10,3.2,761.31792
Acer,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Linux,2.5,573.77232
Dell,Workstation,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.9,16,0,256,0,Windows 10,3.42,1690.7587488
Lenovo,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,AMD A-Series,2.4,6,1000,0,0,Windows 10,2.4,292.45392
Asus,Ultrabook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,1.63,860.3654399999999
Asus,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Core i3,2.4,4,0,128,0,Windows 10,1.3,298.31472
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.9,1243.66176
Lenovo,Notebook,17.3,Nvidia,0,0,1600x900,1600,900,Intel Core i5,2.5,6,1000,0,0,Windows 10,2.8,380.36592
Lenovo,Notebook,15.6,Nvidia,0,0,1366x768,1366,768,Intel Core i5,2.5,8,2000,0,0,No OS,2.2,321.75792
Asus,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.5,741.3911999999999
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.1,4,1000,0,0,No OS,2.2,210.9829392
HP,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i7,2.8,16,0,256,0,Windows 10,1.28,1157.508
Toshiba,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.5,8,0,256,0,Windows 10,2.2,611.28144
Lenovo,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,128,0,Windows 10,2.3,479.99952
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,1000,0,0,Windows 10,1.86,274.87152
Lenovo,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.1,585.49392
Dell,Ultrabook,13.3,Intel,1,1,3840x2160,3840,2160,Intel Core i7,1.8,16,0,1000,0,Windows 10,1.21,1464.61392
MSI,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,2.8,1230.18192
Acer,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,AMD A-Series,2.2,8,0,256,0,Windows 10,2.23,274.87152
Asus,2 in 1 Convertible,11.6,Intel,1,0,1366x768,1366,768,Intel Celeron Dual,1.1,2,0,0,32,Windows 10,1.1,161.172
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,1000,128,0,Windows 10,2.33,494.65152
HP,2 in 1 Convertible,13.3,Intel,1,1,3840x2160,3840,2160,Intel Core i7,1.8,16,0,1000,0,Windows 10,1.29,1435.30992
Lenovo,Notebook,13.3,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,0,0,16,Chrome OS,1.45,269.538192
HP,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.95,574.3584
Acer,Notebook,11.6,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.6,4,0,0,128,Windows 10,1.4,284.2488
HP,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.48,757.2153599999999
Lenovo,Notebook,17.3,Nvidia,0,0,1600x900,1600,900,Intel Core i5,2.5,4,1000,0,0,Windows 10,2.79,345.20111999999995
Asus,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,2.0,641.17152
HP,Notebook,15.6,Intel,0,1,1366x768,1366,768,Intel Core i7,1.8,8,1000,0,0,Windows 10,2.1,528.6441599999999
Acer,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD A-Series,2.7,8,0,256,0,Windows 10,2.2,386.22672
Lenovo,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,0,0,32,Windows 10,1.44,171.13536
Acer,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i5,2.5,6,1000,0,0,Windows 10,2.23,321.75792
Asus,Ultrabook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.7,615.325392
HP,Ultrabook,12.5,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.26,782.4168
Dell,Notebook,15.6,Nvidia,1,0,3840x2160,3840,2160,Intel Core i7,2.8,32,0,1000,0,Windows 10,2.06,1546.6651199999997
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,256,0,Windows 10,2.7,702.70992
Toshiba,Notebook,15.6,Intel,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.0,552.67344
Asus,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,1000,256,0,Windows 10,2.0,781.83072
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,1000,0,0,Windows 10,1.85,263.14992
Asus,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,2.5,585.49392
HP,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.6,8,0,256,0,Windows 10,1.48,743.1494399999999
Dell,Ultrabook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,1.6,8,1000,128,0,Windows 10,1.9,614.79792
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.84,670.47552
Asus,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,1000,0,0,Linux,2.0,161.16613919999998
Dell,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,0,256,0,Windows 10,2.0,669.74292
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,500,0,0,Linux,2.2,161.113392
Lenovo,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,AMD A-Series,3.6,12,2000,0,0,Windows 10,2.2,526.8859199999999
HP,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i3,2.4,8,1000,0,0,Windows 10,2.1,419.63328
Lenovo,2 in 1 Convertible,13.9,Intel,1,1,3840x2160,3840,2160,Intel Core i7,1.8,16,0,512,0,Windows 10,1.4,1230.18192
Dell,Ultrabook,13.3,Intel,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,1.2,925.42032
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,16,2000,256,0,Windows 10,2.4,661.68432
HP,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,2,0,0,32,Windows 10,1.44,163.51632
Dell,Ultrabook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i7,1.9,16,0,768,0,Windows 10,1.88,942.3931968
Asus,2 in 1 Convertible,11.6,Intel,1,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,0,0,32,Windows 10,1.5,219.78
Dell,Ultrabook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,1000,0,0,Windows 10,1.9,388.57104
Dell,Notebook,15.6,Nvidia,1,0,3840x2160,3840,2160,Intel Core i7,2.8,16,0,512,0,Windows 10,2.06,1188.2303136
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.84,764.2483199999999
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.7,825.78672
HP,Workstation,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,2.6,1018.7652816
Toshiba,Notebook,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.5,16,0,512,0,Windows 10,2.4,822.27024
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,1.8,8,2000,128,0,Windows 10,2.02,569.0250719999998
Lenovo,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,1000,0,0,No OS,2.2,188.7118992
Dell,Gaming,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Windows 10,2.65,585.49392
Dell,Notebook,15.6,Intel,1,0,1366x768,1366,768,Intel Core i5,2.5,8,2000,0,0,Windows 10,2.36,326.6634096
Dell,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.6,8,0,256,0,Windows 10,1.36,836.33616
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Core i3,2.0,4,500,0,0,Windows 10,1.86,257.28912
Asus,Notebook,14.0,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,2.0,553.8456
Lenovo,Notebook,17.3,Nvidia,0,0,1600x900,1600,900,Intel Core i5,2.5,6,1000,128,0,Windows 10,2.8,421.39152
HP,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,0,0,Windows 10,1.86,374.50512
Lenovo,Notebook,15.6,Nvidia,0,0,1366x768,1366,768,Intel Core i3,2.0,8,0,256,0,No OS,2.2,292.45392
HP,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Pentium Quad,1.6,8,2000,0,0,Windows 10,2.04,227.98512
Dell,Notebook,17.3,AMD,0,0,1920x1080,1920,1080,Intel Core i5,1.6,8,1000,128,0,Windows 10,2.8,635.8968
Lenovo,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,1000,128,0,No OS,2.4,474.1387199999999
Dell,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,2.33,526.8859199999999
HP,Ultrabook,14.0,Intel,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,1.36,1025.64
Asus,2 in 1 Convertible,15.6,Nvidia,1,0,1920x1080,1920,1080,Intel Core i7,2.7,12,2000,512,0,Windows 10,2.26,644.10192
Acer,Notebook,15.6,AMD,0,0,1366x768,1366,768,AMD A-Series,3.0,4,0,128,0,Windows 10,2.1,249.67008
Asus,Gaming,17.3,AMD,0,1,1920x1080,1920,1080,AMD Processor,3.0,16,1000,256,0,Windows 10,3.25,1288.78992
Lenovo,Notebook,17.3,AMD,0,0,1600x900,1600,900,AMD A-Series,2.2,4,0,128,0,Windows 10,2.6,286.59311999999994
Dell,2 in 1 Convertible,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i7,1.8,8,0,256,0,Windows 10,1.62,509.3093807999999
HP,Notebook,15.6,AMD,0,0,1920x1080,1920,1080,AMD A-Series,3.0,4,0,256,0,Windows 10,1.91,286.5872592
Lenovo,Netbook,11.6,Intel,0,1,1366x768,1366,768,Intel Processor,1.1,4,0,128,0,Windows 10,1.59,324.10224
Dell,Notebook,15.6,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.6,4,500,0,0,Windows 10,1.8,181.09872
Asus,Notebook,14.0,Intel,0,0,1366x768,1366,768,Intel Celeron Dual,1.1,4,0,0,32,Windows 10,1.5,167.61888
Acer,Notebook,15.6,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,0,0,Linux,2.4,495.82368
HP,Gaming,17.3,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,3.35,698.02128
Lenovo,Notebook,15.6,Intel,0,0,1920x1080,1920,1080,Intel Core i3,2.0,4,0,128,0,No OS,1.85,236.48328
Asus,Gaming,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,128,0,Windows 10,2.3,969.9624
Lenovo,Notebook,14.0,Nvidia,0,1,1920x1080,1920,1080,Intel Core i5,2.5,8,0,256,0,Windows 10,1.5,644.10192
Asus,Ultrabook,13.3,Intel,1,0,1920x1080,1920,1080,Intel Core i7,2.7,16,0,512,0,Windows 10,1.1,1024.995312
Lenovo,Ultrabook,14.0,Intel,0,1,2560x1440,2560,1440,Intel Core i7,2.7,8,0,512,0,Windows 10,1.13,1337.43456
Lenovo,Notebook,13.3,Intel,0,1,1920x1080,1920,1080,Intel Core i3,2.4,4,0,128,0,Windows 10,1.5,321.75792
Dell,Workstation,15.6,AMD,0,0,1920x1080,1920,1080,Intel Core i5,2.6,8,500,0,0,Windows 10,2.23,802.3435199999999
Dell,Workstation,15.6,Nvidia,0,1,1920x1080,1920,1080,Intel Core i7,2.7,8,0,256,0,Windows 10,2.0,1251.2808
Lenovo,2 in 1 Convertible,14.0,Intel,1,0,2560x1440,2560,1440,Intel Core i7,2.7,16,0,512,0,Windows 10,1.42,1470.4747199999997
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,1000,0,0,Windows 10,3.0,608.9371199999999
Asus,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,16,1000,256,0,Windows 10,3.0,932.45328
Acer,Notebook,15.6,Nvidia,0,1,1366x768,1366,768,Intel Core i5,1.6,12,1000,0,0,Windows 10,2.2,406.7336592
MSI,Gaming,17.3,Nvidia,0,0,1920x1080,1920,1080,Intel Core i7,2.8,8,0,256,0,Windows 10,2.7,790.6219199999999
